id,símbolo,nombre,precio_usd,market_cap_usd,volumen_24h_usd,variación_24h_pct
cryptopia-world,bcpi,Cryptopia,0.753132,0.0,11776.91,-3.90363
bondx,bnx,BondX,0.00444056,0.0,84880.0,0.91101
pulsechain,pls,PulseChain,2.508e-05,0.0,110609.0,8.07333
crogecoin,croge,Crogecoin,0.00017879,0.0,96.36,-0.83839
cronaswap,crona,CronaSwap,0.00031159,0.0,149.73,-0.17415
cropto-hazelnut-token,crof,Cropto Hazelnut Token,5.51,0.0,39294.0,-1.25256
croakey,croak,Croakey,1.87e-06,0.0,316.09,1.29742
meta-plus-token,mts,Meta Plus Token,0.00180692,0.0,23856.0,-4.9583
dinero-staked-eth,pxeth,Dinero Staked ETH,2509.74,0.0,2836912.0,3.1746
free-bridged-solvbtcb-core,solvbtc.b,Free Bridged SolvBTC.b (Core),107877.0,0.0,7299.34,-0.73443
idle-dai-risk-adjusted,idledaisafe,IdleDAI (Risk Adjusted),1.2,0.0,0.0,0.01049
gold8,gold8,GOLD8,0.0251471,0.0,660.46,0.48726
dank,dank,Dank,1.25e-06,0.0,76.07,3.60645
cute-cthulhu,cthulhu,Cute Cthulhu,4.61e-06,0.0,6.43,
quantum-cloak,qtc,Quantum Cloak,0.00015826,0.0,8.8,
helius-staked-sol,hsol,Helius Staked SOL,172.84,0.0,116951.0,3.43511
axis-alive,axis,AXiS ALiVE,4691.47,0.0,5268.13,5.39092
aave-yvault,yvaave,Aave yVault,297.17,0.0,0.0,3.37154
idle-usdt-risk-adjusted,idleusdtsafe,IdleUSDT (Risk Adjusted),1.24,0.0,0.0,0.01053
privcy,priv,PRiVCY,5.177e-05,0.0,1.134e-05,12.08065
tonk-inu,tonk,Tonk Inu,0.00027098,0.0,529.34,-4.47016
ton-kong,kong,TON KONG,7.37654e-07,0.0,3.12,
lobo-the-wolf-pup-runes,lobo,LOBO•THE•WOLF•PUP,0.00015581,0.0,287341.0,-1.43377
cryptorg-token,ctg,Cryptorg,0.03853193,0.0,447.95,1.38256
crossfi,crfi,CrossFi,0.00791248,0.0,1.58,
cropto-barley-token,crob,Cropto Barley Token,0.278749,0.0,24248.0,-0.04703
gracy,gracy,Gracy,0.0197435,0.0,51577.0,2.16523
shog,shog,SHOG,0.00054888,0.0,8.24,2.86408
haycoin,hay,HayCoin,77255.0,0.0,578.44,-6.9055
hugewin,huge,HugeWin,0.00118539,0.0,5013806.0,1.71266
batic,bat,Batic,0.00014019,0.0,56.91,3.80037
dataport-navigator-by-virtuals,port,DataPort Navigator by Virtuals,9.453e-05,0.0,9.23,-5.49382
baby-floki,babyfloki,Baby Floki,2.30223e-10,0.0,56.48,1.64455
itemverse,item,ITEMVERSE,1.717e-05,0.0,47601.0,-1.36923
jennyco,jco,JennyCo,0.0040245,0.0,48072.0,1.8238
wrapped-tron,wtrx,Wrapped Tron,0.279635,0.0,52712666.0,1.37973
memhash,memhash,Memhash,0.00069275,0.0,377165.0,-1.05705
mai-bsc,mimatic,MAI (BSC),0.193619,0.0,509.14,0.42368
monkas,monkas,Monkas,2.34626e-07,0.0,817.29,10.62496
scaleton,dust,DeDust,1.64,0.0,5576.94,1.05565
spacegoat-token,sgt,SpaceGoat,9.7713e-11,0.0,1207.86,0.00218
dinosol,dinosol,Dinosol,4.941e-05,0.0,16.86,
molten-2,molten,Molten,0.104815,0.0,325.98,1.44525
shisha-coin-2,shisha,Shisha Coin,0.966868,0.0,28326.0,1.23201
cyberdragon-gold,gold,CyberDragon Gold,0.001375,0.0,30.22,0.38817
hillstone,hsf,Hillstone Finance,0.00943574,0.0,0.549932,
axol,axol,AXOL,0.00141361,0.0,22591.0,22.26182
dbx-2,dbx,DBX,4.716e-05,0.0,15499.79,-0.65086
staked-kcs,skcs,Staked KCS,12.37,0.0,4.15,-0.47337
bridged-tia-hyperlane,tia.n,Bridged TIA (Hyperlane),1.42,0.0,11524.92,-2.45472
jesus-on-sol,jesus,JESUS ON SOL,0.00910749,0.0,45.46,3.62976
ice-land-on-eth,iceland,ICE LAND on ETH,9.80106e-10,0.0,13223.59,-18.84108
mai-optimism,mimatic,MAI (Optimism),0.29418,0.0,27161.0,1.90385
moss-carbon-credit,mco2,Moss Carbon Credit,0.106784,0.0,62.62,-11.23614
gvnr,gvnr,GVNR,2.17,0.0,98695.0,29.13743
gtrok,gtrok,GTROK,4.0221e-11,0.0,50.34,3.26637
arena-token,arena,ArenaSwap,0.00468036,0.0,12.87,1.53257
defi-shopping-stake,dss,Defi Shopping Stake,0.01403311,0.0,126.81,1.71048
itc,itc,ITC,0.00204827,0.0,307.59,3.03527
cybercentry,centry,Cybercentry,0.00053867,0.0,17150.45,9.69523
grape-2,grape,Grape Protocol,0.00014246,0.0,7.67,0.33076
greenenvcoalition,gec,GreenEnvCoalition,8.338e-05,0.0,46.25,-2.39279
hardwaire-dao,hard,hardwAIre DAO,5.339e-05,0.0,17.99,-3.98768
icecreamswap-wcore,wcore,IceCreamSwap WCORE,0.5214,0.0,19760.74,0.00124
gooeys,goo,Gooeys,1.29e-06,0.0,1.047,
instabridge-wrapped-usdt,xusdt,Instabridge Wrapped USDT (Radix),0.997744,0.0,2425.55,0.38682
bergerdoge,bergerdoge,BergerDoge,2.04373e-13,0.0,32.15,
hashport-bridged-qnt,qnt[hts],Hashport Bridged QNT,107.97,0.0,39317.0,0.1398
axion,axn,Axion,5.8112e-07,0.0,1.99,0.0019
sense4fit,sfit,Sense4FIT,0.00010772,0.0,16.06,0.2345
lormhole,l,Lormhole,1.366e-05,0.0,21.75,2.31888
oceanfi,ocf,OceanFi,0.06702,0.0,197.89,-4.54097
zkdoge,zkdoge,zkDoge,3.41e-06,0.0,4.88,3.33058
betbuinu,crypto,BetbuInu,0.00332778,0.0,5.84,
hummingbird-finance-2,hmng,Hummingbird Finance,1.382e-09,0.0,23397.0,-5.88281
wrapped-ether-massa,weth,Massa Bridged WETH (Massa),2529.3,0.0,2200.13,4.51728
newyork-exchange,nye,NewYork Exchange,0.04305558,0.0,4.23,
great-bounty-dealer,gbd,Great Bounty Dealer,0.00027403,0.0,27567.0,0.0019
cuckadoodledoo,cuck,Cuckadoodledoo,0.00047268,0.0,243.52,
pepe-on-solana,pepe,Pepe on Solana,7.35604e-10,0.0,1.43,
tabtrader,ttt,TabTrader,0.00058261,0.0,5.83,
axlusdc,axlusdc,Axelar Bridged USDC,1.0,0.0,2158260.0,0.05774
gravity-finance-2,gfi,Gravity Finance,0.00030274,0.0,175.26,0.48395
htx-dao,htx,HTX DAO,1.64e-06,0.0,15232910.0,-0.1956
ray-network,xray,Ray Network,0.0017165,0.0,10.4,2.52388
nogwai,nogwai,Nogwai,5.44e-06,0.0,102.76,
poc-blockchain,poc,POC Blockchain,0.058097,0.0,0.069135,
how-to-fly,puff,HOW TO FLY,0.00030329,0.0,4.98,-0.00211
hitbtc-token,hit,HitBTC,0.224796,0.0,514526.0,1.37913
option-panda-platform,opa,Option Panda Platform,1.2e-05,0.0,14995.68,
howl-city,hwl,Howl City,1.114e-05,0.0,8.58,
optim-oada,oada,Optim OADA,0.559866,0.0,57.92,17.46569
ponzy,ponzy,Ponzy,4.89e-06,0.0,6.43,
mai-fantom,mimatic,MAI (Fantom),0.065464,0.0,318.98,1.88032
humanize,$hmt,Humanize,0.00016102,0.0,97828.0,-14.82209
crypto-journey,daddy,Crypto Journey,0.03781554,0.0,454.66,9.51131
hq,hq,HQ,0.00188426,0.0,232540.0,-1.29632
l,l,L,3.108e-08,0.0,13.53,2.23841
landtorn-shard,shard,Landtorn Shard,0.00179695,0.0,2.21,
zunami-eth-2,zuneth,Zunami ETH,225.72,0.0,3.72,
jupu,jupu,Jupu,2.01e-06,0.0,2.67,
nova-finance,nova,Nova Finance,0.00404051,0.0,49949.0,-0.24457
lusd-yvault,yvlusd,LUSD yVault,1.2,0.0,0.0,-0.04218
manta-musd,musd,Manta mUSD,1.05,0.0,270.31,0.09635
knight-war-spirits,kws,Knight War Spirits,2.048e-05,0.0,10.34,-0.32502
cyberharbor,cht,CyberHarbor,0.00805107,0.0,13046.63,-6.65225
jefe,jefe,Jefe,0.01088285,0.0,1111.81,-5.47162
haven1-bridged-usdc-haven1,husdc,Haven1 Bridged USDC (Haven1),0.999902,0.0,712.69,0.00034
betterbelong,long,LONG,53.88,0.0,54.01,
movement-bridged-usdc-movement,usdc.e,Movement Bridged USDC (Movement),0.999741,0.0,127076.0,0.1536
ink-finance,quill,Ink Finance,0.00504835,0.0,41966.0,4.53154
cryptoexpress,xpress,CryptoXpress,0.01249521,0.0,77491.0,
hippopotamus,hpo,Hippo Wallet,0.00164706,0.0,157.16,-0.01237
boss-fighters-token,bftoken,BOSS FIGHTERS Token,0.00726334,0.0,616773.0,-15.37045
idle-wbtc-yield,idlewbtcyield,IdleWBTC (Best Yield),108236.0,0.0,0.0,0.09127
cybervein,cvt,CyberVein,0.00030406,0.0,0.11676,
besa-gaming-company,besa,Besa Gaming Company,4.25e-06,0.0,1.14,
wrapped-hydra,whydra,Wrapped Hydra,2.13,0.0,0.0,0.0
good-gensler,genslr,Good Gensler,2.29303e-10,0.0,22.46,2.72487
integrity-dao,id,Integrity DAO,0.00087697,0.0,1390121.0,-15.03073
gram-silver,grams,Gram Silver,1.17,0.0,8588.68,-0.35226
bb-gaming,bb,BB Gaming,6.32e-06,0.0,0.0168824,
bawls-onu,$bawls,Bawls onu,1.56363e-10,0.0,2.27,
tox,tox,TOX TOKEN,7.625e-05,0.0,308.72,
notwifgary,nwg,NotWifGary,7.55006e-07,0.0,20.16,6.71675
graphite-network,@g,Graphite Network,0.136858,0.0,80054.0,3.06789
historia,hta,Historia,0.00135141,0.0,4.43,
cubiswap,cubi,CUBISWAP,0.0001145,0.0,2.4,1.49983
hiro,hrt,HIRO,0.00024554,0.0,108493.0,1.18758
bridged-axelar-wrapped-usd-coin-scroll,axlusdc,Bridged Axelar Wrapped USD Coin (Scroll),1.003,0.0,306.36,0.24131
boxcat,boxcat,BOXCAT,0.0002298,0.0,2061727.0,2.81375
wifedoge,wifedoge,Wifedoge,8.9483e-13,0.0,5.76,
guildqb-token,gqb,GuildQB Token,0.00066451,0.0,5994.75,-4.92299
jelli,jelli,Jelli,0.00026403,0.0,3782.55,-8.52631
l2-standard-bridged-weth-berachain,weth,L2 Standard Bridged WETH (Berachain),2509.18,0.0,5405312.0,2.42306
avacoin,avacn,AVACOIN,2e-06,0.0,45.46,-49.99478
data-trade-token,dtt,Data Trade Token,0.00999116,0.0,44.27,
crypto-global-united,cgu,Crypto Global United,0.00074588,0.0,86.6,2.16501
metablox,mbx,MetaBlox,0.00094978,0.0,180.46,
batching-ai,batch,Batching.AI,0.00057497,0.0,177773.0,4.24495
autosingle,autos,AutoSingle,0.00130736,0.0,131.94,
jusd,jusd,JUSD,1.0,0.0,136732.0,0.0019
snake-3,snake,snake,344.41,0.0,141.32,
idle-tusd-yield,idletusdyield,IdleTUSD (Best Yield),1.11,0.0,0.0,0.0
hitmakr,hmkr,Hitmakr,0.00020513,0.0,14.33,-0.02517
wrapped-venom,wvenom,Wrapped VENOM,0.185406,0.0,39823.0,-0.56001
degen-knightsofdegen,dgen,DGEN,0.00169589,0.0,2.03,6.91214
hippop,hip,HIPPOP,0.0003776,0.0,128224.0,-1.71251
icosa,icsa,Icosa,0.03021875,0.0,7188.84,12.18189
loser-coin,lowb,Loser Coin,3.5e-06,0.0,59172.0,9.26459
luna-wormhole,lunc,Terra Classic (Wormhole),5.481e-05,0.0,6725.02,5.55969
archai,archai,ArchAI,0.00351908,0.0,341566.0,0.93878
day-by-day,dbd,Day By Day,0.00112514,0.0,19925.86,0.09092
cypress,cp,Cypress,0.01594859,0.0,74.88,1.37282
guardian-token,guard,Guardian GUARD,0.069591,0.0,594.07,0.42393
pitch-fxs,pitchfxs,Pitch FXS,1.12,0.0,34.57,-0.72513
bowie,bowie,Bowie,8.36e-06,0.0,710.23,
hughug-coin,hghg,HUGHUG,0.00028923,0.0,63.97,
nodewaves,nws,Nodewaves,0.00181645,0.0,217341.0,-3.08797
cyrus,crs,CYRUS,0.00035324,0.0,46009.0,-0.0547
hashport-bridged-wavax,wavax[hts],Hashport Bridged wAVAX,18.2,0.0,5109.78,2.21382
x-empire,x,X Empire,4.607e-05,0.0,25008815.0,-15.3614
daumenfrosch-2,daumen,daumenfrosch,3.2407e-08,0.0,737.05,
defi-hunters-dao,ddao,DDAO Hunters,0.01631755,0.0,3403.77,4.18528
sentiment-token,sent,Sentiment,1.7e-05,0.0,26.97,-0.58684
naxion,nxn,Naxion,0.069309,0.0,25811.0,-0.99812
gobtc,gobtc,goBTC,107723.0,0.0,37311.0,0.68474
pepe-unchained,pepu,Pepe Unchained [OLD],0.00013956,0.0,303593.0,10.44066
hirevibes,vibes,HireVibes,8.044e-05,0.0,5.71,
happy-puppy-club,hpc,Happy Puppy Club,0.00022253,0.0,1.98,
impls-finance,impls,IMPLS Finance,0.02215971,0.0,5.98,6.37151
maneko-pet,mp,Maneko Pet,0.00063039,0.0,68.8,0.91116
hashport-bridged-link,link[hts],Hashport Bridged LINK,13.53,0.0,10041.93,1.80319
gursonavax,gurs,GursOnAVAX,2.1e-06,0.0,6306.46,-8.82705
sugarchain,sugar,Sugarchain,0.00014081,0.0,47.07,
nexum,nexm,Nexum,0.00308398,0.0,30081.0,-12.13147
l2-standard-bridged-weth-abstract,weth,L2 Standard Bridged WETH (Abstract),2519.72,0.0,3998957.0,3.42634
iclighthouse-dao,icl,ICLighthouse DAO,0.035655,0.0,713.05,1.70871
autonomys-network,ai3,Autonomys Network,0.151519,0.0,73162.0,-0.58866
xiaojie,xiao,Xiaojie,3.215e-05,0.0,148.54,-0.20008
knob,knob,KNOB$,2.09e-06,0.0,2.06,0.0503
odung,derp,oDung,3.9e-06,0.0,3.12,
innova,inn,Innova,0.00173823,0.0,1.42,-0.00569
new-bitshares,nbs,New BitShares,4.838e-05,0.0,55726.0,4.60839
axlwbtc,axlwbtc,axlWBTC,104715.0,0.0,42.63,0.0
moth,møth,MOTH,0.00027067,0.0,13.48,
bazaars,bzr,Bazaars,35.19,0.0,317864.0,3.20225
harambe,harambe,Harambe,1.525e-05,0.0,84.53,-0.60256
hikari-protocol,hikari,Hikari Protocol,0.00016539,0.0,16.53,
bouncing-dvd,dvd,Bouncing DVD,1.29e-05,0.0,11.56,
google-tokenized-stock-defichain,dgoogl,Google Tokenized Stock Defichain,11.43,0.0,0.665983,
maker,mkr,Maker,1982.37,0.0,65384755.0,-0.26222
polarfighters,pft,PolarFighters,0.01272749,0.0,7816.22,
tiger-scrub-money-2,tiger,Tiger Scrub Money,10.57,0.0,2978.3,0.25525
kurbi,kurbi,kurbi,0.00044037,0.0,2.58,2.32002
aux-coin,aux,AUX Coin,0.00915277,0.0,1.97,
boys-club-munchy,munchy,Boys Club Munchy,2.802e-05,0.0,51.34,
yellow-umbrella,yu,Yellow Umbrella,0.00012222,0.0,184767.0,-6.92707
davidcoin,dc,DavidCoin,1.41e-06,0.0,6167.29,0.00541
huhu-cat,huhu,Huhu Cat,0.00022159,0.0,15.83,
grave,grve,Grave,0.00015371,0.0,1.36,
davincigraph,davinci,Davincigraph,0.0068548,0.0,4957.4,1.72108
idle-dai-yield,idledaiyield,IdleDAI (Best Yield),1.25,0.0,0.0,0.01049
pork,pork,Pork,6.93e-06,0.0,40.92,
degod,degod,degod,0.00076407,0.0,89328.0,8.52816
padre,padre,Padre,0.08598,0.0,95749.0,1.57864
cubigator,cub,Cubigator,7.51e-06,0.0,2.91,
ondo-defai,ondoai,Ondo DeFAI,0.00076238,0.0,470288.0,3.77839
hottie-froggie,hottie,Hottie Froggie,0.00011305,0.0,4.52,-0.92445
harbor-3,hbr,Harbor,3.822e-05,0.0,138.32,3.94654
cryn,cryn,CRYN,1.14,0.0,62859.0,-0.58384
hispanic-doge,doncho,hispanic doge,8.19e-06,0.0,11.81,-0.95176
pepewifhat-2,pwh,pepewifhat,3.22e-05,0.0,2.79,3.14412
hare-token,hare,Hare [OLD],2.9e-17,0.0,5.33,1.66376
impostors-blood,blood,Impostors Blood,0.00650893,0.0,739.82,-0.83771
icosa-eth,icsa,Icosa (ETH),0.01859733,0.0,429.96,11.45247
vndc,vndc,VNDC,3.828e-05,0.0,1.35,
dave-coin,$dave,Dave Coin,1.6061e-10,0.0,1.027,
storm-warfare,jan,Storm Warfare,0.00218289,0.0,38.46,-0.21994
mona-token,lisa,Mona Token,6.381e-09,0.0,6.4,-0.84959
bonzai-depin,bonzai,BonzAI DePIN,0.178123,0.0,19.85,0.0
icon-x-world,icnx,Icon.X World,0.00229202,0.0,83.19,0.00225
xen-crypto-matic,mxen,Xen Crypto (MATIC),4.2777e-11,0.0,558.21,0.11318
dat-boi,waddup,Dat Boi,1.224e-05,0.0,12.59,
beta-chain-ccolosseum-phoenix,bccp,Beta Chain Colosseum Phoenix,0.00124453,0.0,1.68,
davinci,wtf,DaVinci,13.12,0.0,3.9,-1.90701
lenny-face,( ͡° ͜ʖ ͡°),Lenny Face,6.284e-05,0.0,5.36,
nose-bud,nosebud,Nose Bud,8.304e-05,0.0,903.77,0.56263
make-ethereum-great-again,$mega,Make Ethereum Great Again,8.298e-11,0.0,245.19,7.56333
haroldcoin,hrld,Haroldcoin,5.446e-05,0.0,5.45,
solaxy,solx,Solaxy,0.00054922,0.0,2476535.0,-18.73391
venus-dot,vdot,Venus DOT,0.078332,0.0,0.0,0.63578
howinu,how,HowInu,2.27241e-10,0.0,61.08,0.78135
axl-inu,axl,AXL INU,1.2999e-07,0.0,0.0,0.0
die-protocol,die,Die Protocol,9.809e-09,0.0,1.99,
ctomorrow-platform,ctp,Ctomorrow Platform,0.00194343,0.0,287466.0,6.21435
huebel-bolt,bolt,Huebel Bolt,0.0426576,0.0,232.09,1.56317
cybertruck,truck,Cybertruck,2.951e-05,0.0,9.61,
hashpanda,panda,HashPanda,8.24283e-10,0.0,1.21,0.61145
hover,hov,Hover,0.00026344,0.0,4.79,
bozo-collective,bozo,Bozo Collective,6.20583e-10,0.0,121.59,2.19221
haram,$haram,Haram,7.4708e-11,0.0,3.95,
cybonk,cybonk,CYBONK,8.87031e-07,0.0,115.4,1.03274
greenenvironmentalcoins,gec,GreenEnvironmentalCoins,0.0006733,0.0,335.87,1.96746
openleverage,ole,OpenLeverage,0.00584814,0.0,131670.0,-5.78684
culo,culo,CULO,3.0303e-08,0.0,3282.14,43.5797
morion,mor,MORION,0.627141,0.0,21790.0,14.61814
kelpdao-bridged-rseth-arbitrum,rseth,KelpDAO Bridged rsETH (Arbitrum),2636.65,0.0,224765.0,3.41407
boss,boss,Boss,2.133e-09,0.0,1166.71,2.28928
hi-dollar,hi,hi Dollar,9.307e-05,0.0,85333.0,0.87436
papocoin,papo,PapoCoin,7.852e-11,0.0,11.55,-0.71654
axlweth,axleth,Axelar Wrapped Ether,2517.63,0.0,82241.0,4.24169
hotmoon,hotmoon,HotMoon,6.60237e-10,0.0,1.63,
bouncebit-usd,bbusd,BounceBit USD,1.003,0.0,23268.0,-0.16164
jfin-coin,jfin,JFIN Coin,0.128751,0.0,212158.0,1.62517
memes-street-ai,mst,Memes Street AI,7.82e-09,0.0,3.16,
mecca,mea,MECCA,0.02444281,0.0,45648.0,1.15981
defi-robot,drbt,DeFi-Robot,0.00048031,0.0,1419.15,
rosecoin,rose,Rosecoin,0.03103442,0.0,156.74,
boysclub,boysclub,BoysClub,6.076e-08,0.0,86.6,
cygnus-finance-global-usd,cgusd,Cygnus Finance Global USD,0.997646,0.0,1442.58,-0.07644
guarantee,tee,Guarantee,34.16,0.0,15813.06,0.09346
defino-base,defido,DeFido,3.88e-05,0.0,1.58,-0.94888
quantum-cloak,qtc,Quantum Cloak,0.00015826,0.0,8.8,
solfiles,files,Solfiles,0.00027775,0.0,1.26,
rastopyry,rasto,Rastopyry,6.579e-05,0.0,340.46,1.036
pe,pe,PE,7.234e-05,0.0,38.22,
soylanamanletcaptainz,ansem,SoylanaManletCaptainZ,2.49e-06,0.0,86.84,2.5839
cryptoforce,cof,Cryptoforce,2.15e-06,0.0,16.27,3.71888
harmony-horizen-bridged-busd-harmony,busd,Harmony Horizen Bridged BUSD (Harmony),0.272156,0.0,267.59,1.71857
pcm,pcm,PCM,0.169086,0.0,16.0,2.92281
harmony-horizon-bridged-ceth-harmony-shard-0,1eth,Harmony Horizon Bridged cETH (Harmony Shard 0),300.48,0.0,475.12,1.87349
human-intelligence-machin,him,Human Intelligence Machin,0.00294919,0.0,4681.73,-9.12178
ponke-ton,ponke,Ponke TON,7.114e-05,0.0,7.09,
hinkal-staked-eth,heth,Hinkal Staked ETH,2435.92,0.0,24.28,
wife-changing-money,wife,Wife Changing Money,0.03291386,0.0,255.17,-2.86432
bridged-usdt,usdt,Bridged USDT,1.0,0.0,4627972.0,0.17071
japan-open-chain,joc,Japan Open Chain,0.114082,0.0,192684.0,20.74348
metadoge-bsc,metadoge,MetaDoge BSC,0.00019042,0.0,95.48,
mao-3,mao,Mao,7.9085e-08,0.0,13.19,0.52352
kyberdyne,kbd,Kyberdyne,0.00013192,0.0,154.71,0.07673
r-games,rgame,R Games,0.00016359,0.0,80403.0,-0.13979
wjewel,wjewel,WJEWEL,0.03763896,0.0,25460.0,1.09189
xllm2,xllm2,xLLM2,0.00011084,0.0,130.86,-5.39576
knightswap,knight,KnightSwap,0.00045856,0.0,215.18,1.23766
stargate-bridged-usdt-xdc,usdt,Stargate Bridged USDT (XDC),1.005,0.0,6530.74,1.01592
kitsumon,$kmc,Kitsumon,5.63e-06,0.0,1.36,-0.00994
kaidex,kdx,Kaidex,3.457e-05,0.0,59.09,-4.58821
loom,loom,Loom,3.662e-05,0.0,1.86,0.49108
bitcoin-pay,btcpay,Bitcoin Pay,0.00490046,0.0,34.85,-3.05901
yourkiss,yks,YourKiss,8.351e-12,0.0,6146.88,0.00196
cherry-network,cher,Cherry Network,0.00042674,0.0,57463.0,3.81714
capybara-token,capy,Capybara Token,5.12e-06,0.0,194.35,
opta-global,opta,OPTA Global,1.73e-06,0.0,40.74,
baby-shark-tank,bashtank,Baby Shark Tank,3.4469e-10,0.0,2.69,-0.02132
yieldeth-sommelier,yieldeth,YieldETH (Sommelier),2503.38,0.0,1000.65,
solcloud,cloud,SolCloud,0.00033218,0.0,1.45,-0.6836
just-the-tip,tips,Just The Tip,0.00097702,0.0,15.24,-0.16801
l2ve-inu,l2ve,L2VE INU,0.00031021,0.0,101.67,11.27269
lillius,llt,LILLIUS,0.00100021,0.0,348.13,-0.10899
sienna-erc20,wsienna,Sienna [ERC-20],0.00302538,0.0,237.54,
sweets,$swts,SWEETS,7.21266e-10,0.0,72.87,
magic-internet-money-bsc,mim,Magic Internet Money (BSC),0.989736,0.0,1.2,
dicki,$dicki,dicki,0.0026467,0.0,24.74,-1.07333
wizard-vault-nftx,wizard,WIZARD Vault (NFTX),508.32,0.0,482.91,2.42148
pedro-the-raccoon,pedro,Pedro the Raccoon,0.00093405,0.0,91.21,2.49725
powercity-earn-protocol,earn,POWERCITY Earn Protocol,0.00304151,0.0,125.18,3.14461
morpher,mph,Morpher,0.0128408,0.0,54641.0,4.08949
lox-network,lox,Lox Network,6.401e-05,0.0,2.04,-0.0037
powercity-pxdc,pxdc,PXDC,1.012,0.0,8367.34,-0.14654
icecreamswap-wcore,wcore,IceCreamSwap WCORE,0.5214,0.0,19760.74,0.00124
solbull,solbull,Solbull,1.698e-05,0.0,153.54,4.18812
canary,cnr,Canary,0.0007941,0.0,60504.0,0.12823
the-vault-staked-sol,vsol,The Vault Staked SOL,172.12,0.0,94279.0,4.00207
jake-newman-enterprises,jne,Jake Newman Enterprises,0.01190782,0.0,570.94,-24.74034
mememe,$mememe,MEMEME,1.38e-06,0.0,3.66,0.69188
captain-tsubasa,tsugt,Captain Tsubasa,0.00079265,0.0,259278.0,-0.94146
izumi-bond-usd,iusd,iZUMi Bond USD,0.891833,0.0,254.51,-17.78493
klaytu,ktu,Klaytu,5e-06,0.0,128.81,-0.33131
reflex,rfx,Reflex,3.191e-05,0.0,0.00122431,
usd1doge,usd1doge,USD1DOGE,0.00015965,0.0,50031.0,19.8113
kith-gil,gil,Kith Gil,0.00072375,0.0,7515.83,-2.93183
luckybird,bird,LuckyBird,0.03640418,0.0,203076.0,2.53609
justus,jtt,Justus,0.00867615,0.0,48.82,1.90537
zeloop-eco-reward,erw,ZeLoop Eco Reward,7.31578e-07,0.0,22184.0,0.00134
ivy-live,ivy,Ivy Live,1.63e-06,0.0,23.31,
chadimir-putni,putni,Chadimir Putni,0.00032257,0.0,1.26,
jackpool-finance,jfi,JackPool.finance,3.78,0.0,57094.0,3.25244
klaydice,dice,Klaydice,0.00323786,0.0,1582.85,0.55111
toncapy,tcapy,TonCapy,0.00040602,0.0,135839.0,-9.49091
candy-on-base,candy,Candy,2.5685e-08,0.0,14.6,
linear-protocol-lnr,lnr,LiNEAR Protocol LNR,0.00081846,0.0,7835.46,3.8705
wrapped-frxeth,wfrxeth,Wrapped frxETH,2514.77,0.0,193399.0,3.2971
chippy,chippy,Chippy,1.65e-05,0.0,3.98,
dinari-usfr-dshares,usfr.d,Dinari USFR,50.3,0.0,0.0,0.0
dinger-token,dinger,Dinger,7.1131e-07,0.0,41.75,2.04056
memetoon,meme,MEMETOON,1.00194e-07,0.0,0.0,0.0
link-yvault,yvlink,LINK yVault,13.95,0.0,0.0,2.13121
jarvis-synthetic-swiss-franc,jchf,Jarvis Synthetic Swiss Franc,0.151799,0.0,2.36,
tryc,tryc,TRYC,0.02508981,0.0,14.46,-0.76074
kitsune,kit,Kitsune,1.564e-05,0.0,2.23,3.64532
dinari-usd,usd+,Dinari USD+,,0.0,50.42,
pegazus-finance,peg,Pegazus Finance,1.97644e-10,0.0,2.41,
legacy-ichi,ichi,Legacy ICHI,0.363147,0.0,630.4,2.43975
idle-wbtc-yield,idlewbtcyield,IdleWBTC (Best Yield),108236.0,0.0,0.0,0.09127
linkpool,lpl,LinkPool,0.262886,0.0,19.66,0.05837
bitcoiva,bca,Bitcoiva,9.44,0.0,37752.0,2.39772
marscolony,clny,MarsColony,7.393e-05,0.0,0.349122,
buldak,bul,Buldak,3.08711e-07,0.0,2951.18,-10.43469
wanko-manko-rune,🐶,WANKO•MANKO•RUNES,0.00202835,0.0,42.3,-4.1522
duke-inu-token,duke,Duke Inu,9.8015e-08,0.0,3.12,0.01333
bawls-onu,$bawls,Bawls onu,1.56363e-10,0.0,2.27,
definder-capital,dfc,DeFinder Capital,0.052518,0.0,98954.0,-3.11151
starpad,srp,Starpad,0.00016209,0.0,321.79,
kyte-one,kte,Kyte.One,0.00848332,0.0,1.89,0.1042
metagaming-guild,mgg,MetaGaming Guild,7.278e-05,0.0,40.86,
jasse-polluk,polluk,Jasse Polluk,2.497e-05,0.0,1.73,
centrifuge-2,cfg,Centrifuge,0.175956,0.0,1177987.0,1.40659
diva-protocol,diva,DIVA Protocol,0.00225506,0.0,173.82,
venus-beth,vbeth,Venus BETH,55.3,0.0,0.0,2.56948
ligo-ordinals,ligo,Ligo (Ordinals),2.87833e-07,0.0,56793.0,-0.27634
kusd-t,kusd-t,KUSD-T,0.999013,0.0,32088.0,
avalanche-bridged-btc-arbitrum-one,btc.b,Avalanche Bridged BTC (Arbitrum One),107259.0,0.0,62910.0,-0.15909
duckie-land-multi-metaverse,mmeta,Duckie Land Multi Metaverse,0.00261415,0.0,1.21,
supe-infinity,supe,Supe Infinity,0.00137613,0.0,70635.0,5.27985
es1m,es1m,eS1M,0.00152347,0.0,38718.0,-11.89454
batching-ai,batch,Batching.AI,0.00057497,0.0,177773.0,4.24495
vention,vention,Vention,6.384e-05,0.0,1.024,
